Sentence,Sentiment
finnish food industry companies hk ruokatalo and atria will form a joint venture company called l nsi-kalkkuna to produce turkey meat .,1
"its annual capacity is some 10,000 mw .",0
"s p has kept its sell rating , while nordea and ubs have reaffirmed their buy recommendations .",0
operating profit excluding restructuring costs grew to eur 44.5 million from eur 31.7 million while operating profit including restructuring costs showed even larger growth to eur 38.5 million from eur 7.4 million .,1
"revenue from july to september grew 21 percent to euro 2.3 billion , the finnish company said thursday .",1
operating profit rose to eur 13.1 mn from eur 8.7 mn in the corresponding period in 2007 representing 7.7 % of net sales .,1
kcg bot at 2.24,1
"in finland , the bank of land reports its operating profit fell to eur 6.1 mn in the second quarter of 2008 from eur 7.5 mn in the second quarter of 2007 .",-1
"in a separate announcement to the helsinki stock exchange , atria revealed that the company s third quarter profits declined from eur13 .9 m in the third quarter of last year to eur12 .7 m in this year s q3 .",0
the finnish group anticipates a sales gain of eur42m after tax and expenses .,1
"operating loss of the pulp paper machinery unit was over eur 3mn in september 2007 - august 2008 , compared to a profit of eur 3.7 mn a year earlier .",-1
"in the baltic countries , sales fell by 40.2 % , and in russia , by 23.2 % in terms of euros , and by 10.7 % in terms of local currency .",-1
companieskingfisher bid for mr bricolage runs into trouble,-1
"the fair value change of investment properties was eur 15.8 mn , compared to eur 22.9 mn in the third quarter of 2009 .",0
the company plans to expand into the international market through its subsidiaries and distributors from 2011 onwards .,1
the investment would be some eur5m .,0
"according to finnish insurance companies tapiola , local insurance group l hivakuutus , and pohjola the two fierce storms at the end of july and in the beginning of august 2010 that felled trees around finland have speeded up sales of forest insurance .",1
gld on closer inspection. resistance 10 points north at 200d and downward trendline. chart 2 of 2.,-1
in sweden the agreement covers data communication services as well .,0
kep breaking out when the market pulls back,1
"the latest date for registration is on 4 april , 2006 .",0
mr skogster currently serves as the manager responsible for abb oy s system modules for low voltage drives .,0
"pretax profit totaled eur 9.0 mn , down from eur 36.3 mn in 2007 .",0
the rationalization of the operations seeks to achieve over eur 1 million in yearly savings as from the second quarter of the current financial year .,1
metso s delivery will include a complete coated board line with related air systems and two winders .,0
the reductions will be concluded by autumn 2010 .,0
the company also said that its board of directors has proposed a profit distribution of eur0 .92 per share .,0
mpwr ceo sells 450k april 15th..meh,-1
"please inform ir johanna koskinen of your participation no later than 20 april at 10 a.m. a telephone conference for financial analysts and investors , conducted in english , will begin at 3 00 p.m. finnish time eet .",0
the bank forecasts finland s gdp will grow by 2 % in 2010 and in 2011 .,1
"hlf shorts made a killing last couple days, might make more if cover and buy back",-1
"adpnews - aug 3 , 2009 - finnish media group ilkka-yhtyma oyj hel ilk2s said today its net profit fell 45 % on the year to eur 5.9 million usd 8.4 m in the first half of 2009 .",-1
chief financial officer jim heindlmeyer said beyond oblivion is in advanced talks with the four major recording companies about its service .,0
"in addition , the production at the varpaisj rvi factory will be stopped at the beginning of april 2009 .",-1
e s building system service had revenue of eur 355 mln in 2007 .,0
most of the increase in net sales was due to the acquisition of swedish silva that produces garden tools and boats .,1
"budapest , august 10 mti - finnish electronics maker elcoteq will lay off 700 workers at its plants in pecs s hungary at the end of september because of falling orders , communications director for elcoteq s local unit , zoltan krippl told mti on monday .",0
"the product range includes marinated olives , cold cuts , and pates , for example .",0
aldata noted that its voice supply chain technology approach enables vdw to integrate with warehouse management systems .,0
nasdaq-listed yahoo inc has introduced a new service that enables malaysians to take their favorite internet content and services with them on their mobile phones .,1
"of these shares 29,659,239 are held by the company or its group companies and the number of outstanding shares and voting rights attached to the shares thus amounts to 322,705,218 .",0
"srv will also build an aqua park with wellness area , a restaurant and a multifunctional ice arena .",0
"p bull flag on the daily, earnings on the table tomorrow -12 move.will straddle this one into earnings..lots of vol guaranteed here",1
sainsbury sales slip again as price pressures take a toll,-1
"since the association s data do not cover sales figures from about 100 small local breweries and sales of imported beer products , the actual market shares of its members are smaller than those given in the report .",0
the deal is in line with etteplan s strategy to operate as a partner of global customers and provide industrial technology design services .,0
"according to hkscan finland , the plan is to increase j rvi-suomen portti s net sales to eur 80mn to eur 100mn .",1
watch these bancos.they re holding up relatively well compared to the broad market xlf bac gs c --large c buying in bac in backburner,1
